"Name","Status","Description","References","Phase","Votes","Comments"
CVE-1999-0926,Candidate,"Apache allows remote attackers to conduct a denial of service via a large number of MIME headers.","BUGTRAQ:19990903 Web servers / possible DOS Attack / mime header flooding   |   URL:http://archives.neohapsis.com/archives/bugtraq/1998_3/0742.html",Proposed (20010912),"   ACCEPT(1) Cole  |     MODIFY(1) Frech  |     NOOP(3) Christey, Foat, Wall","Christey> BID:1760  |    URL:http://www.securityfocus.com/bid/1760  |    Frech> XF:unitymail-web-dos(1630)"
CVE-1999-0927,Entry,"NTMail allows remote attackers to read arbitrary files via a .. (dot dot) attack.","BID:279   |   URL:http://www.securityfocus.com/bid/279   |   EEYE:AD05261999   |   URL:http://www.eeye.com/html/Research/Advisories/AD05261999.html   |   XF:ntmail-fileread",,"",""
CVE-1999-0928,Entry,"Buffer overflow in SmartDesk WebSuite allows remote attackers to cause a denial of service via a long URL.","BID:278   |   URL:http://www.securityfocus.com/bid/278   |   BUGTRAQ:19990525 Buffer overflow in SmartDesk WebSuite v2.1   |   XF:websuite-dos",,"",""
CVE-1999-0929,Candidate,"Novell NetWare with Novell-HTTP-Server or YAWN web servers allows remote attackers to conduct a denial of service via a large number of HTTP GET requests.","BUGTRAQ:19990616 Novell NetWare webservers DoS   |   MISC:https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0929",Interim (19991229),"   ACCEPT(4) Armstrong, Blake, Cole, Stracener  |     MODIFY(1) Frech  |     NOOP(1) Baker","Frech> XF:novell-webserver-dos(2287)"
CVE-1999-0930,Entry,"wwwboard allows a remote attacker to delete message board articles via a malformed argument.","BID:1795   |   URL:http://www.securityfocus.com/bid/1795   |   BUGTRAQ:19980903 wwwboard.pl vulnerability   |   CONFIRM:http://www.worldwidemart.com/scripts/faq/wwwboard/q5.shtml   |   XF:http-cgi-wwwboard(2344)   |   URL:https://exchange.xforce.ibmcloud.com/vulnerabilities/2344",,"",""
CVE-1999-0931,Entry,"Buffer overflow in Mediahouse Statistics Server allows remote attackers to execute commands.","BID:734   |   URL:http://www.securityfocus.com/bid/734   |   BUGTRAQ:19990930 Security flaw in Mediahouse Statistics Server v4.28 & 5.01   |   XF:mediahouse-stats-login-bo",,"",""
CVE-1999-0932,Entry,"Mediahouse Statistics Server allows remote attackers to read the administrator password, which is stored in cleartext in the ss.cfg file.","BID:735   |   URL:http://www.securityfocus.com/bid/735   |   BUGTRAQ:19990930 Security flaw in Mediahouse Statistics Server v4.28 & 5.01   |   XF:mediahouse-stats-adminpw-cleartext",,"",""
CVE-1999-0933,Entry,"TeamTrack web server allows remote attackers to read arbitrary files via a .. (dot dot) attack.","BID:689   |   URL:http://www.securityfocus.com/bid/689   |   BUGTRAQ:19991001 RFP9904: TeamTrack webserver vulnerability   |   OSVDB:1096   |   URL:http://www.osvdb.org/1096",,"",""
CVE-1999-0934,Entry,"classifieds.cgi allows remote attackers to read arbitrary files via shell metacharacters.","BID:2020   |   URL:http://www.securityfocus.com/bid/2020   |   EL8:19991215 Classifieds (classifieds.cgi)   |   XF:http-cgi-classifieds-read(3102)   |   URL:https://exchange.xforce.ibmcloud.com/vulnerabilities/3102",,"",""
CVE-1999-0935,Entry,"classifieds.cgi allows remote attackers to execute arbitrary commands by specifying them in a hidden variable in a CGI form.","EL8:19991215 Classifieds (classifieds.cgi)   |   MISC:https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0935",,"",""
CVE-1999-0936,Entry,"BNBSurvey survey.cgi program allows remote attackers to execute commands via shell metacharacters.","EL8:19981203 BNBSurvey (survey.cgi)   |   MISC:https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0936",,"",""
CVE-1999-0937,Entry,"BNBForm allows remote attackers to read arbitrary files via the automessage hidden form variable.","EL8:19981203 BNBForm (bnbform.cgi)   |   MISC:https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0937",,"",""
CVE-1999-0938,Entry,"MBone SDR Package allows remote attackers to execute commands via shell metacharacters in Session Initiation Protocol (SIP) messages.","CERT:VN-99-03   |   MISC:https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0938   |   XF:sdr-execute",,"",""
CVE-1999-0939,Entry,"Denial of service in Debian IRC Epic/epic4 client via a long string.","BID:605   |   URL:http://www.securityfocus.com/bid/605   |   BUGTRAQ:19990826 [SECURITY] New versions of epic4 fixes possible DoS vulnerability   |   DEBIAN:19990826",,"",""
CVE-1999-0940,Entry,"Buffer overflow in mutt mail client allows remote attackers to execute commands via malformed MIME messages.","CALDERA:CSSA-1999-031   |   MISC:https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0940   |   SUSE:19990927 Security hole in mutt",,"",""
CVE-1999-0941,Candidate,"Mutt mail client allows a remote attacker to execute commands via shell metacharacters.","BUGTRAQ:19980728 mutt x.x   |   URL:http://marc.info/?l=bugtraq&m=90221104526154&w=2",Proposed (19991222),"   ACCEPT(1) Stracener  |     NOOP(2) Baker, Christey  |     REJECT(1) Frech  |     REVIEWING(1) Levy","Frech> References are vague, but seem to be identical to CVE-1999-0940  |    (XF:mutt-text-enriched-mime-bo). According to the references, the malformed  |    messages consist of metacharacters. In addition, -0941's reference and  |    -0940's SuSE reference both refer to fixes in 1.0pre3 release. Will  |    reconsider vote if other clearer references are forthcoming.  |    Christey> Modify to mention that the metachar's are in the Content-Type header.  |    http://marc.theaimsgroup.com/?l=bugtraq&m=90221104526154&w=2"
CVE-1999-0942,Entry,"UnixWare dos7utils allows a local user to gain root privileges by using the STATICMERGE environmental variable to find a script which it executes.","BUGTRAQ:19991005 SCO UnixWare 7.1 local root exploit   |   MISC:https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0942   |   XF:sco-unixware-dos7utils-root-privs",,"",""
CVE-1999-0943,Entry,"Buffer overflow in OpenLink 3.2 allows remote attackers to gain privileges via a long GET request to the web configurator.","BID:720   |   URL:http://www.securityfocus.com/bid/720   |   BUGTRAQ:19991015 OpenLink 3.2 Advisory",,"",""
CVE-1999-0944,Candidate,"IBM WebSphere ikeyman tool uses weak encryption to store a password for a key database that is used for SSL connections.","BUGTRAQ:19991024 password leak in IBM WebSphere / HTTP Server / ikeyman   |   MISC:https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0944",Proposed (19991222),"   ACCEPT(2) Baker, Stracener  |     MODIFY(1) Frech  |     NOOP(2) Bollinger, Christey  |     REVIEWING(1) Levy","Frech> XF:websphere-database-pwd-accessible  |    Christey> ADDREF BID:1763  |    URL:http://www.securityfocus.com/bid/1763"
CVE-1999-0945,Entry,"Buffer overflow in Internet Mail Service (IMS) for Microsoft Exchange 5.5 and 5.0 allows remote attackers to conduct a denial of service via AUTH or AUTHINFO commands.","CIAC:I-080   |   URL:http://www.ciac.org/ciac/bulletins/i-080.shtml   |   ISS:19980724 Denial of Service attacks against Microsoft Exchange 5.0 to 5.5   |   URL:http://xforce.iss.net/alerts/advise4.php   |   MSKB:Q169174   |   URL:http://support.microsoft.com/default.aspx?scid=kb;[LN];Q169174   |   XF:exchange-dos(1223)   |   URL:https://exchange.xforce.ibmcloud.com/vulnerabilities/1223",,"",""
CVE-1999-0946,Entry,"Buffer overflow in Yamaha MidiPlug via a Text variable in an EMBED tag.","BID:760   |   URL:http://www.securityfocus.com/bid/760   |   BUGTRAQ:19991102 Some holes for Win/UNIX softwares   |   URL:http://marc.info/?l=bugtraq&m=94157187815629&w=2   |   XF:yamaha-midiplug-embed",,"",""
CVE-1999-0947,Entry,"AN-HTTPd provides example CGI scripts test.bat, input.bat, input2.bat, and envout.bat, which allow remote attackers to execute commands via shell metacharacters.","BID:762   |   URL:http://www.securityfocus.com/bid/762   |   BUGTRAQ:19991102 Some holes for Win/UNIX softwares   |   URL:http://marc.info/?l=bugtraq&m=94157187815629&w=2",,"",""
CVE-1999-0948,Candidate,"Buffer overflow in uum program for Canna input system allows local users to gain root privileges.","BID:757   |   URL:http://www.securityfocus.com/bid/757   |   BUGTRAQ:19991102 Some holes for Win/UNIX softwares",Proposed (19991222),"   ACCEPT(2) Levy, Stracener  |     MODIFY(1) Frech  |     NOOP(2) Baker, Christey","Christey> CVE-1999-0948 and CVE-1999-0949 are extremely similar.  |    uum (0948) is exploitable through a different set of options  |    than canuum (0949).  If it's the same generic option parsing  |    routine used by both programs, then CD:SF-CODEBASE says to  |    merge them.  But if it's not, then CD:SF-LOC and CD:SF-EXEC  |    says to split them.  However, this is a prime example of  |    how SF-EXEC might be modified - uum and canuum are clearly  |    part of the same package, so in the absence of clear  |    information, maybe we should merge them.  |    Frech> XF:canna-uum-bo"
CVE-1999-0949,Candidate,"Buffer overflow in canuum program for Canna input system allows local users to gain root privileges.","BID:757   |   URL:http://www.securityfocus.com/bid/757   |   BUGTRAQ:19991102 Some holes for Win/UNIX softwares",Proposed (19991222),"   ACCEPT(2) Levy, Stracener  |     MODIFY(1) Frech  |     NOOP(2) Baker, Christey","Christey> CVE-1999-0948 and CVE-1999-0949 are extremely similar.  |    uum (0948) is exploitable through a different set of options  |    than canuum (0949).  If it's the same generic option parsing  |    routine used by both programs, then CD:SF-CODEBASE says to  |    merge them.  But if it's not, then CD:SF-LOC and CD:SF-EXEC  |    says to split them.  However, this is a prime example of  |    how SF-EXEC might be modified - uum and canuum are clearly  |    part of the same package, so in the absence of clear  |    information, maybe we should merge them.  |      |    Also review BID:758 and BID:757 - may need to change the BID  |    here.  |    Frech> XF:canna-uum-bo  |    Christey> CHANGEREF BID:757 BID:758  |    Christey> The following page says that canuum is a ""Japanese input tty  |    frontend for Canna using uum,"" which suggests that it is, at  |    the least, a different package, so perhaps this should stay SPLIT.  |      |    http://wuarchive.wustl.edu/mirrors/NetBSD/NetBSD-current/pkgsrc/inputmethod/canuum/README.html"
CVE-1999-0950,Entry,"Buffer overflow in WFTPD FTP server allows remote attackers to gain root access via	a series of MKD and CWD commands that create nested directories.","BID:747   |   URL:http://www.securityfocus.com/bid/747   |   BUGTRAQ:19991027 WFTPD v2.40 FTPServer remotely exploitable buffer overflow vulnerability   |   XF:wftpd-mkd-bo",,"",""
CVE-1999-0951,Entry,"Buffer overflow in OmniHTTPd CGI program imagemap.exe allows remote attackers to execute commands.","BID:739   |   URL:http://www.securityfocus.com/bid/739   |   BUGTRAQ:19991022 Imagemap CGI overflow exploit   |   OSVDB:3380   |   URL:http://www.osvdb.org/3380   |   XF:http-cgi-imagemap-bo",,"",""
CVE-1999-0952,Candidate,"Buffer overflow in Solaris lpstat via class argument allows local users to gain root access.","BUGTRAQ:19990126 Buffer overflow in Solaris 2.6/2.7 /usr/bin/lpstat   |   URL:http://marc.info/?l=bugtraq&m=91759216618637&w=2",Proposed (19991222),"   ACCEPT(3) Baker, Ozancin, Stracener  |     MODIFY(2) Dik, Frech  |     REVIEWING(1) Christey","Frech> XF:solaris-lpstat-bo  |    Christey> It is unclear from Casper Dik's followup whether this is  |    exploitable or not.  |    Dik> Sunbug 4129917  |    (other reports in the same thread suggest that the then current patchd id  |    fix the problem)  |    Christey> Confirm with Casper Dik that the overflow is in the -c option,  |    and if so, include it in the description to differentiate  |    it from the lpstat -n buffer overflow."
CVE-1999-0953,Entry,"WWWBoard stores encrypted passwords in a password file that is under the web root and thus accessible by remote attackers.","BUGTRAQ:19980903 wwwboard.pl vulnerability   |   BUGTRAQ:19990916 More fun with WWWBoard   |   MISC:https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0953",,"",""
CVE-1999-0954,Entry,"WWWBoard has a default username and default password.","BID:649   |   URL:http://www.securityfocus.com/bid/649   |   BUGTRAQ:19990916 More fun with WWWBoard",,"",""
CVE-1999-0955,Entry,"Race condition in wu-ftpd and BSDI ftpd allows remote attackers to gain root access via the SITE EXEC command.","CERT:CA-94.08   |   CIAC:E-17   |   MISC:https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0955   |   XF:ftp-exec",,"",""
CVE-1999-0956,Entry,"The NeXT NetInfo _writers property allows local users to gain root privileges or conduct a denial of service.","CERT:CA-93.02a   |   MISC:https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0956   |   XF:next-netinfo",,"",""
CVE-1999-0957,Entry,"MajorCool mj_key_cache program allows local users to modify files via a symlink attack.","BUGTRAQ:19970618 Security hole in MajorCool 1.0.3   |   MISC:https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0957   |   XF:majorcool-file-overwrite-vuln",,"",""
CVE-1999-0958,Entry,"sudo 1.5.x allows local users to execute arbitrary commands via a .. (dot dot) attack.","BUGTRAQ:19980112 Re: hole in sudo for MP-RAS.   |   URL:http://marc.info/?l=bugtraq&m=88465708614896&w=2   |   XF:sudo-dot-dot-attack",,"",""
CVE-1999-0959,Entry,"IRIX startmidi program allows local users to modify arbitrary files via a symlink attack.","AUSCERT:AA-97-05   |   BID:469   |   URL:http://www.securityfocus.com/bid/469   |   BUGTRAQ:19970209 IRIX: Bug in startmidi   |   OSVDB:8447   |   URL:http://www.osvdb.org/8447   |   SGI:19980301-01-PX   |   URL:ftp://patches.sgi.com/support/free/security/advisories/19980301-01-PX   |   XF:irix-startmidi-file-creation(1634)   |   URL:https://exchange.xforce.ibmcloud.com/vulnerabilities/1634",,"",""
CVE-1999-0960,Entry,"IRIX cdplayer allows local users to create directories in arbitrary locations via a command line option.","AUSCERT:AA-96.11   |   SGI:19980301-01-PX   |   URL:ftp://patches.sgi.com/support/free/security/advisories/19980301-01-PX   |   XF:irix-cdplayer-directory-create",,"",""
CVE-1999-0961,Entry,"HPUX sysdiag allows local users to gain root privileges via a symlink attack during log file creation.","BUGTRAQ:19960921 Vunerability in HP sysdiag ?   |   URL:http://marc.info/?l=bugtraq&m=87602167419906&w=2   |   CIAC:H-03   |   XF:hp-sysdiag-symlink",,"",""
CVE-1999-0962,Entry,"Buffer overflow in HPUX passwd command allows local users to gain root privileges via a command line option.","AUSCERT:AA-96.13   |   HP:HPSBUX9701-045   |   URL:http://www1.itrc.hp.com/service/cki/docDisplay.do?docId=HPSBUX9701-045   |   OSVDB:6415   |   URL:http://www.osvdb.org/6415   |   XF:hp-password-cmd-bo",,"",""
CVE-1999-0963,Entry,"FreeBSD mount_union command allows local users to gain root privileges via a symlink attack.","BUGTRAQ:19960517 BoS: SECURITY BUG in FreeBSD   |   CERT:VB-96.06   |   OSVDB:6088   |   URL:http://www.osvdb.org/6088   |   XF:freebsd-mount-union-root",,"",""
CVE-1999-0964,Entry,"Buffer overflow in FreeBSD setlocale in the libc module allows attackers to execute arbitrary code via a long PATH_LOCALE environment variable.","FREEBSD:FreeBSD-SA-97:01   |   OSVDB:6086   |   URL:http://www.osvdb.org/6086   |   XF:freebsd-setlocale-bo",,"",""
CVE-1999-0965,Entry,"Race condition in xterm allows local users to modify arbitrary files via the logging option.","CERT:CA-93.17   |   MISC:https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0965   |   XF:xterm",,"",""
CVE-1999-0966,Entry,"Buffer overflow in Solaris getopt in libc allows local users to gain root privileges via a long argv[0].","L0PHT:19970127 Solaris libc - getopt(3)   |   MISC:https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0966",,"",""
CVE-1999-0967,Entry,"Buffer overflow in the HTML library used by Internet Explorer, Outlook Express, and Windows Explorer via the res: local resource protocol.","L0PHT:19971101 Microsoft Internet Explorer 4.0 Suite   |   MISC:https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0967",,"",""
CVE-1999-0968,Entry,"Buffer overflow in BNC IRC proxy allows remote attackers to gain privileges.","BID:1927   |   URL:http://www.securityfocus.com/bid/1927   |   BUGTRAQ:19981226 bnc exploit   |   URL:http://www.securityfocus.com/archive/1/11711   |   XF:bnc-proxy-bo(1546)   |   URL:https://exchange.xforce.ibmcloud.com/vulnerabilities/1546",,"",""
CVE-1999-0969,Entry,"The Windows NT RPC service allows remote attackers to conduct a denial of service using spoofed malformed RPC packets which generate an error message that is sent to the spoofed host, potentially setting up a loop, aka Snork.","ISS:19980929 ""Snork"" Denial of Service Attack Against Windows NT RPC Service   |   MS:MS98-014   |   URL:https://docs.microsoft.com/en-us/security-updates/securitybulletins/1998/ms98-014   |   MSKB:Q193233   |   URL:http://support.microsoft.com/default.aspx?scid=kb;[LN];Q193233   |   NTBUGTRAQ:19980929 ISS Security Advisory: Snork   |   XF:snork-dos",,"",""
